,BehaviorTest,Animal #,Notes,TestCategory,Date,Time
1843,Intake,A0059429440,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,02:17 PM
1844,Intake,A0059407761,9/26/2025 Easily handled while intake and during exam.,Staff Observation,9/26/2025,02:29 PM
1845,Intake,A0059429375,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,02:29 PM
1846,Daily Observations,A0059356380,9/26/2025 Showing signs of kennel stress - NAOMI,Staff Observation,9/26/2025,02:35 PM
1847,Daily Observations,A0059095840,9/26/2025 Showing signs of kennel stress - NAOMI,Staff Observation,9/26/2025,02:36 PM
1848,Intake,A0053623564,9/26/2025 Easily handled while in care and during exam.,Staff Observation,9/26/2025,02:43 PM
1849,Intake,A0059430955,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,02:51 PM
1850,Intake,A0053615474,"9/26/2025 occasionally will growl for a moment when first approached, easily handled after a second to warm up. While in exam room, they were pacing, unable to focus, panting, whining. Does not like to be restrained.",Staff Observation,9/26/2025,02:52 PM
1851,Intake,A0059430960,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,02:56 PM
1852,Intake,A0059430938,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,03:02 PM
1853,Intake,A0059420470,"9/26/2025 Ducks around leash, tries to bolt when kennel is opened. Very frantic when walking and will randomly freeze. no aggression shown.",Staff Observation,9/26/2025,03:06 PM
1854,Intake,A0059430948,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,03:10 PM
1855,Intake,A0059437247,"9/26/2025 Nervous, moves very slowly with tense muscles. Showing signs of stress.",Staff Observation,9/26/2025,03:15 PM
1856,Intake,A0059423723,"9/26/2025 When approaching kennel, Whale eyeing, hard staring, Stiff & tense muscles, Growling.PARTIAL ON CATCHPOLE",Staff Observation,9/26/2025,03:25 PM
1857,Intake,A0059431862,"9/26/2025 When approaching kennel, lunges, Alarm barking, growling and whale eyes. Might be BR. (air snapping, alarm barking, growling, hard staring and whale eye)Partial on catchpole.",Staff Observation,9/26/2025,03:31 PM
1858,Intake,A0053631354,9/26/2025 Easily handled while handled while in intake and during exam.,Staff Observation,9/26/2025,03:43 PM
1859,Intake,A0059429096,9/26/2025 Easily handled while in intake and during exam.,Staff Observation,9/26/2025,03:52 PM
1860,Intake,A0059430155,9/26/2025 easily handled while in intake. couldn't get HW test due to flailing does not like to be vetted muzzled for precaution during exam.,Staff Observation,9/26/2025,03:55 PM
1861,Intake,A0059428714,9/26/2025 Easily handled while in intake and during exam.,Staff Observation,9/26/2025,04:04 PM
1862,Intake,A0059431810,9/26/2025 A little mouthy but easily handled while in intake and during exam.,Staff Observation,9/26/2025,04:16 PM
1863,General Information,A0059322610,9/26/2025 barking and lunging at other dogs as they pass by his kennel (indoor and outdoor),Staff Observation,9/26/2025,04:31 PM
1864,Intake,A0053630701,"9/26/2025 While in kennel very selective of women and doesn't really like men. easily handled while in intake be certain people. mouthy when playing, snatches treats, very strung but friendly.",Staff Observation,9/26/2025,04:33 PM
1865,Intake,A0059432374,"9/26/2025 When trying to get out of kennel, tried biting due to fear but was easily handled once out of kennel and during exam.",Staff Observation,9/26/2025,04:50 PM
1866,Request Level Change (Down),A0059332683,9/26/2025 Took off OD on level based on multiple dog tests - NAOMI,Leveling,9/26/2025,05:21 PM
1867,Daily Observations,A0059427018,9/26/2025 Very stressed in kennel. Pacing and jumping constantly. Walked by his kennel multiple times and saw the same behaviors. ,Staff Observation,9/26/2025,06:00 PM
1868,Intake,A0059434428,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,06:00 PM
1869,Intake,A0059433997,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,06:08 PM
1870,Intake,A0059432853,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,06:15 PM
1871,Intake,A0059434792,9/26/2025 easily handled while in intake and during exam.,Staff Observation,9/26/2025,06:25 PM
1872,Daily Observations,A0059258383,"9/27/2025 When re-kenneling Ron he ran past his kennel to go to his neighbor popcorn and began barking and nipping at the kennel door. When I tried to re-kennel Ron he turned around and nipped at my jeans, he did not break skin but then bit at part of the leash closest to him. After looking at me while keeping a loose grip of the leash in his mouth easily went back into his kennel. once in his kennel he began barking and jumping. I would like to request a kennel change as he only reacted to the one kennel neighbor and was fine otherwise.",Staff Observation,9/27/2025,11:57 AM
1873,General Information,A0058101225,"9/27/2025 Accompanied Mari to assist in removing Lee from his kennel. Lee demonstrated strong treat motivation but showed aversion to the clicker. With gentle encouragement, Mari successfully leashed him, and we walked together to the mulch yard. While on leash, Lee explored the yard, sniffing and marking. Once we assessed that he was comfortable, Mari dropped the leash to allow him to free roam. Lee responded reliably to basic commands such as “sit” and “paw.” Initially, Lee approached us with stiff body language, indicating some discomfort. However, he quickly relaxed and accepted petting. When Mari left the yard to assist a volunteer, she removed her leash from Lee without issue. I was then able to re-leash him by asking for a “sit,” which he complied with easily. During re-kenneling, Lee initially avoided leash removal. After offering a treat, he allowed me to remove the leash without resistance. The process concluded smoothly. ",Staff Observation,9/27/2025,01:18 PM
1874,General Information,A0058101225,"9/27/2025 Lee exhibited significant stress in his kennel, jumping and reacting to neighboring dogs. Despite this, he accepted treats gently and responded to basic commands. With encouragement, I was able to leash him and walk him to the courtyard, where he  eliminated and then continued to follow commands. In the yard, Lee demonstrated reliable recall and remained responsive. While he had barked at an accompanying supervisor while still in his kennel, once outside, he showed no concern toward her or other staff, responding appropriately to commands from all of us. When I briefly left the yard to assist a volunteer in 200, Lee attempted to follow but responded to a firm “no” and redirected to pacing along the fence line while watching me. Overall, he presented as a sweet and cooperative dog despite his known bite history. ",Staff Observation,9/27/2025,01:35 PM
1875,Intake,A0059435849,"9/27/2025 Easily handled just very tense, tail tucked, no loose body language, sweet other than that. muzzled as a precaution.",Staff Observation,9/27/2025,01:46 PM
1876,Intake,A0059304406,"9/27/2025 When approaching kennel, stiff, hard staring no signs of aggression. Still tense in exam room, signs of stress/fear. (Startles easily, tense muscles, urination/defection during vetting, frozen/stuck in place, head whipping)Muzzled as a precaution. CAUTION WHEN VETTING, extreme flailing. Does not like vetting.",Staff Observation,9/27/2025,02:07 PM
1877,Request Level Change (Down),A0058101225,9/27/2025 Recc L3 H/BR/SD,Leveling,9/27/2025,02:15 PM
1878,Intake,A0059436460,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,02:17 PM
1879,General Information,A0059356861,"9/27/2025 Approached the kennel, she initially began to bark, accepted treats gently, and offered a slow wagging tail. Super hesitant to be leashed. Will revisit with full focus group notes",Staff Observation,9/27/2025,02:27 PM
1880,General Information,A0059423723,9/27/2025 Approach kennel start a wagging his tail gave a treat and he took it from me gently he acted like he wanted to go outside stuck his paws to the window allowed me to pet him through the kennel door lick my hand so I opened the door to leash and he seems scared Mari and I decided to use a clip leash and open the kennel door and he started to walk with us outside once on the yard was super relaxed let us touch him all over and even hopped in my lap there was another dog in the yard beside us he sniffed approached and then continue to walk around the yard cash was easy to take back and put back into kennel,Staff Observation,9/27/2025,02:27 PM
1881,Intake,A0059436604,9/27/2025 Easily handled while in intake and during exam. ,Staff Observation,9/27/2025,02:33 PM
1882,Intake,A0059442834,"9/27/2025 Sedated intake on ACO truck. Highly aggressive, attacked ACO Emma. Couldn't complete intake, never went fully sedated. (unable to focus/redirect, signs of stress/fear, tense muscles, air snapping, growling, hard staring, hard staring, lifting lip/showing teeth and trying to bite)",Staff Observation,9/27/2025,02:43 PM
1883,Intake,A0059437563,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,03:01 PM
1884,Intake,A0059436830,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,03:07 PM
1885,Intake,A0059431409,9/27/2025 easily handled very skittish did not like being picked up hissed and growled when picked up.,Staff Observation,9/27/2025,03:29 PM
1886,Intake,A0059431856,9/27/2025 hissing and growling whale eye shaking very unsure while in intake and during exam.,Staff Observation,9/27/2025,03:36 PM
1887,Intake,A0059437600,9/27/2025 Easily handled while in intake and during exam. understands commands.,Staff Observation,9/27/2025,03:40 PM
1888,Intake,A0059437917,9/27/2025 easily handled while in intake and during exam.,Staff Observation,9/27/2025,03:43 PM
1889,Intake,A0059428826,9/27/2025 letting pet then hissing and growling while in intake and during exam.,Staff Observation,9/27/2025,03:51 PM
1890,Daily Observations,A0059427018,"9/27/2025 showing extreme signs of kennel stress, circling kennel for hours, excessive barking and panting, licking walls, slight aggression when going back into kennel ",Staff Observation,9/27/2025,03:56 PM
1891,Intake,A0059438644,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:00 PM
1892,Intake,A0059436899,9/27/2025 after a few pets began hissing and growling while in intake and during exam.,Staff Observation,9/27/2025,04:01 PM
1893,Intake,A0059438615,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:10 PM
1894,Intake,A0059393247,9/27/2025 easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:10 PM
1895,Intake,A0059438588,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:18 PM
1896,Intake,A0059438664,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:25 PM
1897,Intake,A0059442152,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:28 PM
1898,Intake,A0059393262,9/27/2025 easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:32 PM
1899,Intake,A0059442106,9/27/2025 Easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:34 PM
1900,Intake,A0059433799,9/27/2025 hissing/growling no aggression shown while in intake and during exam.,Staff Observation,9/27/2025,04:36 PM
1901,Intake,A0059441398,9/27/2025 easily handled while in intake and during exam.,Staff Observation,9/27/2025,04:38 PM
1902,Intake,A0059438656,"9/27/2025 With certain people approaching kennel, lunges and growls while showing teeth. muzzled as a precaution.",Staff Observation,9/27/2025,04:40 PM
